# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
fmt	ECB_03138	ECB_03138	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
fnr	ECB_01311	ECB_01311	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
focA	ECB_00908	ECB_00908	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
focB	ECB_02384	ECB_02384	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
folA	ECB_00052	ECB_00052	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
folC	ECB_02240	ECB_02240	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
folE	ECB_02082	ECB_02082	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	4
folK	ECB_00141	ECB_00141	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
folP	ECB_03042	ECB_03042	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2
folX	ECB_02228	ECB_02228	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
frdA	ECB_04026	ECB_04026	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
frdB	ECB_04025	ECB_04025	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
frdC	ECB_04024	ECB_04024	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
frdD	ECB_04023	ECB_04023	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
fre	ECB_03735	ECB_03735	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
frlC	ECB_03223	ECB_03223	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
frmA	ECB_00310	ECB_00310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
frmB	ECB_00309	ECB_00309	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
frmR	ECB_00311	ECB_00311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
frr	ECB_00170	ECB_00170	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
fruA	ECB_02096	ECB_02096	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
fruB	ECB_02098	ECB_02098	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fruK	ECB_02097	ECB_02097	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
fruR	ECB_00081	ECB_00081	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
fsr	ECB_00430	ECB_00430	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ftn	ECB_01873	ECB_01873	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ftsA	ECB_00095	ECB_00095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ftsB	ECB_02598	ECB_02598	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ftsE	ECB_03312	ECB_03312	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ftsI	ECB_00085	ECB_00085	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0
ftsK	ECB_00894	ECB_00894	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ftsL	ECB_00084	ECB_00084	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
ftsN	ECB_03818	ECB_03818	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ftsQ	ECB_00094	ECB_00094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ftsW	ECB_00090	ECB_00090	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
ftsX	ECB_03311	ECB_03311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ftsY	ECB_03313	ECB_03313	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ftsZ	ECB_00096	ECB_00096	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fucI	ECB_02653	ECB_02653	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
fucK	ECB_02654	ECB_02654	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
fucO	ECB_02644	ECB_02644	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
fucR	ECB_02656	ECB_02656	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fucU	ECB_02655	ECB_02655	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
fur	ECB_00640	ECB_00640	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
fusA	ECB_03191	ECB_03191	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3
fxsA	ECB_04010	ECB_04010	protein_coding	0	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0
gabP	ECB_02519	ECB_02519	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gabT	ECB_02518	ECB_02518	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gadA	ECB_03365	ECB_03365	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gadB	ECB_01451	ECB_01451	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gadX	ECB_03364	ECB_03364	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
galE	ECB_00712	ECB_00712	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
galK	ECB_00710	ECB_00710	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	1
galM	ECB_00709	ECB_00709	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	1
galP	ECB_02773	ECB_02773	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
galR	ECB_02685	ECB_02685	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
galS	ECB_02080	ECB_02080	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	3
galT	ECB_00711	ECB_00711	protein_coding	0	0	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0
galU	ECB_01212	ECB_01212	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
gapA	ECB_01748	ECB_01748	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
garD	ECB_02993	ECB_02993	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
garK	ECB_02989	ECB_02989	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
garL	ECB_02991	ECB_02991	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
garP	ECB_02992	ECB_02992	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
garR	ECB_02990	ECB_02990	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gatA	ECB_02020	ECB_02020	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
gatB	ECB_02019	ECB_02019	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
gatC	ECB_02018	ECB_02018	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
gatY	ECB_02024	ECB_02024	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
gcd	ECB_00123	ECB_00123	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
gcl	ECB_00457	ECB_00457	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
gcvH	ECB_02736	ECB_02736	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	4
gcvP	ECB_02735	ECB_02735	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	4
gcvR	ECB_02371	ECB_02371	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
gcvT	ECB_02737	ECB_02737	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	3
gdhA	ECB_01730	ECB_01730	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
ggt	ECB_03296	ECB_03296	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gidA	ECB_03625	ECB_03625	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	3
glcB	ECB_02844	ECB_02844	protein_coding	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	1	4
glcC	ECB_02849	ECB_02849	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	5
glcD	ECB_02848	ECB_02848	protein_coding	0	0	1	5	0	0	0	0	3	0	0	1	0	0	0	0	2
glcE	ECB_02847	ECB_02847	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	2
glcF	ECB_02846	ECB_02846	protein_coding	1	0	1	3	0	0	0	0	1	1	0	1	0	0	0	0	2
glcG	ECB_02845	ECB_02845	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	4
glgA	ECB_03281	ECB_03281	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
glgB	ECB_03284	ECB_03284	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
glgC	ECB_03282	ECB_03282	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1
glgP	ECB_03280	ECB_03280	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
glgS	ECB_02919	ECB_02919	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
glgX	ECB_03283	ECB_03283	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1
glk	ECB_02298	ECB_02298	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
glmM	ECB_03041	ECB_03041	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
glmS	ECB_03613	ECB_03613	protein_coding	0	0	1	5	0	0	0	0	2	0	0	1	0	0	0	0	3
glmU	ECB_03614	ECB_03614	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	1	2
glnA	ECB_03755	ECB_03755	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
glnB	ECB_02445	ECB_02445	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
glnD	ECB_00165	ECB_00165	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1
glnE	ECB_02923	ECB_02923	protein_coding	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	1	3
glnG	ECB_03753	ECB_03753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
glnK	ECB_00402	ECB_00402	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
glnL	ECB_03754	ECB_03754	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
glnS	ECB_00637	ECB_00637	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
gloA	ECB_01621	ECB_01621	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	2
gloB	ECB_00205	ECB_00205	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	2
glpA	ECB_02167	ECB_02167	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
glpB	ECB_02168	ECB_02168	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
glpC	ECB_02169	ECB_02169	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
glpD	ECB_03277	ECB_03277	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1
glpE	ECB_03276	ECB_03276	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
glpF	ECB_03812	ECB_03812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
glpG	ECB_03275	ECB_03275	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
glpK	ECB_03811	ECB_03811	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
glpQ	ECB_02165	ECB_02165	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
glpR	ECB_03274	ECB_03274	protein_coding	0	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	1
glpT	ECB_02166	ECB_02166	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
gltA	ECB_00680	ECB_00680	protein_coding	0	0	2	3	0	0	0	0	2	0	0	2	0	0	0	0	1
gltB	ECB_03077	ECB_03077	protein_coding	0	1	1	4	0	0	0	0	2	0	0	1	0	0	0	1	2
gltD	ECB_03078	ECB_03078	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
gltI	ECB_00623	ECB_00623	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
gltJ	ECB_00622	ECB_00622	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
gltK	ECB_00621	ECB_00621	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
gltS	ECB_03511	ECB_03511	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gltX	ECB_02306	ECB_02306	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
glvBC	ECB_03566	ECB_03566	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1
glvG	ECB_03565	ECB_03565	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	1	1
glxK	ECB_00464	ECB_00464	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
glxR	ECB_00459	ECB_00459	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
glyA	ECB_02443	ECB_02443	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
glyQ	ECB_03411	ECB_03411	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
glyS	ECB_03410	ECB_03410	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gmd	ECB_01959	ECB_01959	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
gmhB	ECB_00199	ECB_00199	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gmk	ECB_03505	ECB_03505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gnsA	ECB_00994	ECB_00994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gnsB	ECB_01514	ECB_01514	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
gntK	ECB_03288	ECB_03288	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gntR	ECB_03289	ECB_03289	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gntT	ECB_03267	ECB_03267	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
gntU	ECB_03287	ECB_03287	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
goaG	ECB_01279	ECB_01279	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gor	ECB_03349	ECB_03349	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
gph	ECB_03237	ECB_03237	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
gpmA	ECB_00708	ECB_00708	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	2
gpmB	ECB_04271	ECB_04271	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gppA	ECB_03657	ECB_03657	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gpt	ECB_00233	ECB_00233	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
greA	ECB_03046	ECB_03046	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
greB	ECB_03258	ECB_03258	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
groEL	ECB_04013	ECB_04013	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
groES	ECB_04012	ECB_04012	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
grpE	ECB_02502	ECB_02502	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
grxA	ECB_00854	ECB_00854	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
grxB	ECB_01060	ECB_01060	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
gshA	ECB_02543	ECB_02543	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
gshB	ECB_02777	ECB_02777	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gsk	ECB_00428	ECB_00428	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gspA	ECB_03174	ECB_03174	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
gspC	ECB_03175	ECB_03175	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
gspD	ECB_03176	ECB_03176	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	1
gspE	ECB_03177	ECB_03177	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
gspF	ECB_03178	ECB_03178	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1
gspG	ECB_03179	ECB_03179	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
gspH	ECB_03180	ECB_03180	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
gspI	ECB_03181	ECB_03181	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gspJ	ECB_03182	ECB_03182	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
gspK	ECB_03183	ECB_03183	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
gspL	ECB_03184	ECB_03184	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
gspM	ECB_03185	ECB_03185	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gspO	ECB_03186	ECB_03186	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
gss	ECB_02864	ECB_02864	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
gst	ECB_01605	ECB_01605	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
guaB	ECB_02400	ECB_02400	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gudD	ECB_02632	ECB_02632	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
gudP	ECB_02634	ECB_02634	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
gudX	ECB_02633	ECB_02633	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
gutM	ECB_02556	ECB_02556	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
gutQ	ECB_02558	ECB_02558	protein_coding	0	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	1
gyrA	ECB_02157	ECB_02157	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3
gyrB	ECB_03582	ECB_03582	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
hcaB	ECB_02433	ECB_02433	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
hcaC	ECB_02432	ECB_02432	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
hcaD	ECB_02434	ECB_02434	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1
hcaE	ECB_02430	ECB_02430	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
hcaF	ECB_02431	ECB_02431	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
hcaR	ECB_02429	ECB_02429	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
hcaT	ECB_02428	ECB_02428	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
hcp	ECB_00878	ECB_00878	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hda	ECB_02388	ECB_02388	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
hdfR	ECB_03642	ECB_03642	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
hdhA	ECB_01588	ECB_01588	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
helD	ECB_00966	ECB_00966	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
hemB	ECB_00319	ECB_00319	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
hemC	ECB_03680	ECB_03680	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
hemD	ECB_03679	ECB_03679	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
hemE	ECB_03874	ECB_03874	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
hemF	ECB_02336	ECB_02336	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
hemH	ECB_00426	ECB_00426	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
hemL	ECB_00153	ECB_00153	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
hemX	ECB_03678	ECB_03678	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
hemY	ECB_03677	ECB_03677	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
hepA	ECB_00061	ECB_00061	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
hflB	ECB_03043	ECB_03043	protein_coding	0	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	2
hflC	ECB_04042	ECB_04042	protein_coding	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	1	3
hflK	ECB_04041	ECB_04041	protein_coding	0	1	1	3	0	0	0	0	2	0	0	1	0	0	0	1	1
hflX	ECB_04040	ECB_04040	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1
hfq	ECB_04039	ECB_04039	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1
hha	ECB_00411	ECB_00411	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
himD	ECB_00916	ECB_00916	protein_coding	0	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	1
hipA	ECB_01469	ECB_01469	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
hipB	ECB_01470	ECB_01470	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
hisA	ECB_01926	ECB_01926	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hisB	ECB_01924	ECB_01924	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
hisC	ECB_01923	ECB_01923	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
hisD	ECB_01922	ECB_01922	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	2
hisF	ECB_01927	ECB_01927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hisG	ECB_01921	ECB_01921	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
hisH	ECB_01925	ECB_01925	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hisI	ECB_01928	ECB_01928	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hisJ	ECB_02234	ECB_02234	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
hisL	ECB_01920	ECB_01920	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
hisM	ECB_02232	ECB_02232	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
hisP	ECB_02231	ECB_02231	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
hisQ	ECB_02233	ECB_02233	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
hisS	ECB_02406	ECB_02406	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
hmpA	ECB_02444	ECB_02444	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1
hnr	ECB_01211	ECB_01211	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
hns	ECB_01213	ECB_01213	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
hofB	ECB_00106	ECB_00106	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hofQ	ECB_03243	ECB_03243	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hokA	ECB_03407	ECB_03407	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hokB	ECB_01376	ECB_01376	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hokC	ECB_04280	ECB_04280	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
hokD	ECB_01532	ECB_01532	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
holA	ECB_00609	ECB_00609	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
holB	ECB_01095	ECB_01095	protein_coding	0	1	1	5	0	0	0	0	2	0	0	1	0	0	0	1	3
holC	ECB_04125	ECB_04125	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2
